leftlist,rightlist,responselist,Subject
nursery_36,rainforest_11,0,1
manufactured_home_38,mansion_36,1,1
forest_road_6,mountain_92,1,1
waiting_room_8,dinette_vehicle_65,0,1
cottage_garden_48,subway_interior_2,0,1
biology_laboratory_9,kasbah_35,1,1
ski_slope_4,poolroom_home_51,0,1
kitchen_177,street_22,1,1
bedroom_285,pasture_126,1,1
fairway_9,ballroom_9,0,1
ice_floe_20,wheat_field_39,1,1
bedroom_380,beach_28,1,1
bedroom_205,monastery_outdoor_26,1,1
mountain_70,galley_27,0,1
dining_room_77,driveway_38,1,1
wet_bar_16,lake_natural_89,1,1
field_wild_32,playground_25,0,1
attic_26,dining_room_131,1,1
lake_natural_63,golf_course_54,0,1
canal_urban_1,bedroom_364,0,1
mountain_83,pasture_41,1,1
botanical_garden_28,kitchen_80,0,1
playground_124,ski_slope_8,1,1
highway_141,dining_room_180,0,1
bedroom_316,hotel_room_109,1,1
movie_theater_indoor_8,ballroom_10,1,1
gift_shop_6,playground_143,1,1
cottage_garden_3,restaurant_5,0,1
forest_path_21,mountain_44,1,1
reception_11,mountain_123,1,1
apartment_building_outdoor_45,cabin_outdoor_52,0,1
amphitheater_2,canal_natural_53,1,1
auditorium_2,attic_72,1,1
office_building_34,pasture_115,0,1
toll_plaza_4,bedroom_282,0,1
moat_water_25,lake_natural_67,1,1
pasture_114,lake_natural_53,1,1
dining_room_166,monastery_outdoor_1,1,1
cottage_garden_6,living_room_26,1,1
bathroom_84,auditorium_10,1,1
beach_60,home_office_43,0,1
bedroom_284,beach_16,1,1
yard_6,dining_room_76,1,1
bedroom_312,mansion_46,1,1
orchard_55,living_room_206,0,1
galley_30,highway_176,1,1
canal_natural_40,playground_42,0,1
bedroom_211,yard_26,1,1
bedroom_275,living_room_314,1,1
hotel_room_59,living_room_243,1,1
living_room_315,ballroom_8,1,1
baseball_field_1,highway_86,1,1
viaduct_31,kitchen_41,0,1
pasture_30,kitchen_175,0,1
lake_natural_2,ice_floe_21,1,1
dining_room_116,corridor_13,1,1
waiting_room_53,living_room_85,0,1
pasture_110,fairway_29,1,1
nursery_11,attic_45,0,1
art_studio_3,pasture_67,1,1
dining_room_25,field_cultivated_15,1,1
playground_59,vineyard_75,1,1
orchard_41,kitchen_128,0,1
gift_shop_32,harbor_1,1,1
monastery_outdoor_3,balcony_interior_19,1,1
pond_41,manufactured_home_11,1,1
golf_course_36,vineyard_56,1,1
orchard_60,lake_natural_27,1,1
harbor_13,orchard_5,0,1
mountain_79,vegetable_garden_37,0,1
dinette_home_1,mountain_snowy_69,1,1
bedroom_256,beach_12,1,1
kitchen_108,gift_shop_9,0,1
kitchen_56,kitchen_103,1,1
kitchen_180,parlor_38,1,1
vineyard_15,parking_lot_21,0,1
beach_62,bedroom_253,0,1
bedroom_138,aqueduct_24,1,1
attic_79,islet_13,1,1
mountain_113,railroad_track_19,1,1
moat_water_10,creek_81,1,1
field_wild_27,kitchen_105,0,1
badlands_63,pasture_87,0,1
swimming_pool_indoor_2,courtroom_12,1,1
fairway_58,living_room_58,0,1
bathroom_90,dining_car_10,0,1
living_room_172,office_building_33,1,1
highway_143,bedroom_376,0,1
mountain_64,movie_theater_indoor_5,1,1
bedroom_6,beach_46,1,1
mountain_48,parking_lot_51,0,1
viaduct_34,kitchen_88,1,1
dining_room_214,parking_lot_52,1,1
bedroom_135,dinette_home_27,1,1
wheat_field_4,canal_urban_71,0,1
parking_lot_58,lake_natural_28,1,1
fairway_65,living_room_8,0,1
badlands_30,viaduct_40,0,1
badlands_30,vineyard_29,0,1
waiting_room_28,monastery_outdoor_12,1,1
valley_22,living_room_203,0,1
beach_11,bedroom_260,0,1
hotel_room_16,orchard_33,1,1
hotel_room_8,alley_13,0,1
living_room_288,patio_28,1,1
golf_course_56,nursery_38,0,1
parlor_22,courtroom_3,1,1
athletic_field_outdoor_9,ski_slope_31,1,1
dining_room_90,golf_course_70,1,1
recreation_room_3,kitchen_90,0,1
fairway_57,bedroom_286,0,1
abbey_1,barn_33,0,1
bedroom_258,kitchen_242,1,1
living_room_27,library_indoor_36,0,1
poolroom_home_50,viaduct_48,1,1
kasbah_22,kasbah_6,0,1
living_room_101,picnic_area_16,1,1
parking_lot_3,auditorium_16,0,1
library_indoor_29,art_studio_8,0,1
ice_floe_11,playground_79,0,1
mountain_snowy_38,playroom_36,0,1
aqueduct_33,watering_hole_16,1,1
poolroom_home_32,hotel_room_32,0,1
boardwalk_33,mountain_49,1,1
home_office_23,apartment_building_outdoor_41,1,1
viaduct_24,canal_urban_50,1,1
ice_shelf_5,living_room_170,0,1
picnic_area_18,driveway_54,1,1
moat_water_9,valley_19,1,1
lake_natural_17,sandbar_30,1,1
sea_cliff_1,golf_course_93,0,1
beach_10,bedroom_183,0,1
creek_78,mountain_47,1,1
alley_11,bedroom_18,1,1
canal_urban_67,pond_47,1,1
parlor_9,bathroom_48,1,1
playground_27,kitchen_67,0,1
driveway_23,cafeteria_7,0,1
creek_49,galley_44,1,1
boardwalk_14,pavilion_12,1,1
abbey_19,canal_urban_8,1,1
living_room_77,kitchen_92,1,1
orchard_26,auditorium_11,1,1
boardwalk_2,kitchen_16,0,1
living_room_124,rainforest_9,1,1
athletic_field_outdoor_2,restaurant_27,0,1
hotel_room_131,kitchen_14,1,1
corridor_11,beauty_salon_39,0,1
yard_36,living_room_233,0,1
mountain_141,airport_terminal_9,0,1
corridor_26,playroom_21,1,1
dining_room_11,office_5,1,1
kitchen_159,valley_8,1,1
highway_220,orchard_52,0,1
attic_7,dinette_vehicle_41,1,1
attic_47,botanical_garden_20,0,1
pond_51,playground_134,0,1
pavilion_24,dining_room_98,0,1
vineyard_79,mansion_21,1,1
viaduct_6,dining_room_129,0,1
hotel_room_127,creek_78,1,1
bedroom_294,beach_4,1,1
tree_farm_5,field_wild_24,1,1
field_cultivated_31,badlands_102,0,1
living_room_195,bathroom_111,0,1
botanical_garden_31,athletic_field_outdoor_4,1,1
patio_19,street_10,1,1
bedroom_10,patio_25,0,1
library_indoor_33,kitchen_91,1,1
canal_natural_52,lake_natural_11,1,1
canal_natural_45,living_room_156,0,1
vineyard_72,highway_218,1,1
galley_44,pond_18,1,1
mountain_snowy_68,movie_theater_indoor_7,0,1
living_room_141,dinette_vehicle_24,0,1
bedroom_214,parking_lot_17,1,1
cubicle_office_12,pasture_120,1,1
playroom_35,ski_slope_28,1,1
highway_142,fairway_49,1,1
desert_sand_26,canal_urban_5,0,1
monastery_outdoor_27,lobby_17,1,1
dining_room_177,bedroom_241,0,1
sandbar_9,palace_15,0,1
bedroom_97,vineyard_50,1,1
galley_2,living_room_132,1,1
home_office_40,art_gallery_10,1,1
kasbah_7,ski_slope_17,1,1
living_room_131,driveway_25,1,1
aqueduct_20,living_room_104,0,1
kitchen_125,orchard_33,1,1
rainforest_1,barn_9,1,1
beach_17,bedroom_197,1,1
sandbar_28,mansion_71,0,1
general_store_outdoor_47,amphitheater_32,1,1
vineyard_44,corridor_20,0,1
mountain_snowy_38,hotel_room_51,0,1
veranda_3,moat_water_26,0,1
cabin_outdoor_40,fairway_44,1,1
cabin_outdoor_52,poolroom_home_45,0,1
kitchen_224,vineyard_59,1,1
living_room_41,boardwalk_7,1,1
attic_38,kitchen_91,0,1
abbey_41,bedroom_381,0,1
parlor_27,highway_135,0,1
orchard_41,nursery_11,0,1
lake_natural_6,butte_26,0,1
cubicle_office_23,tree_farm_22,1,1
bedroom_20,playground_110,1,1
kitchen_89,hotel_room_99,0,1
canal_urban_27,apartment_building_outdoor_28,1,1
lake_natural_21,mountain_51,1,1
biology_laboratory_8,auditorium_8,1,1
bedroom_102,botanical_garden_4,1,1
beach_36,cubicle_office_37,0,1
boardwalk_2,kitchen_195,0,1
galley_10,watering_hole_2,1,1
mansion_62,valley_9,1,1
cottage_garden_41,highway_142,1,1
golf_course_118,orchard_49,0,1
forest_road_26,orchard_46,0,1
forest_path_13,apartment_building_outdoor_40,0,1
beach_2,bedroom_106,0,1
waiting_room_3,canal_urban_82,0,1
bedroom_69,kitchen_216,0,1
corridor_22,beach_25,1,1
harbor_2,waiting_room_33,0,1
reception_11,living_room_154,1,1
kasbah_35,parking_lot_24,0,1
bedroom_119,pasture_95,1,1
dinette_vehicle_16,recreation_room_18,1,1
yard_36,driveway_57,0,1
dinette_vehicle_55,kitchen_73,1,1
dining_room_200,dinette_vehicle_40,1,1
amphitheater_46,badlands_59,1,1
lake_natural_43,canal_urban_81,0,1
hotel_room_93,creek_34,1,1
library_indoor_15,gift_shop_14,1,1
beauty_salon_12,parking_lot_6,1,1
kitchen_182,mountain_17,1,1
lecture_room_3,living_room_249,1,1
general_store_outdoor_32,badlands_68,1,1
wheat_field_28,lobby_9,0,1
wheat_field_32,beach_60,1,1
mountain_71,dining_room_231,0,1
golf_course_94,swimming_pool_indoor_14,0,1
bedroom_362,beach_41,1,1
alley_10,golf_course_82,1,1
living_room_295,highway_187,1,1
parking_garage_outdoor_8,cubicle_office_34,1,1
kitchen_169,forest_road_30,1,1
amphitheater_10,dining_room_12,0,1
beach_50,bedroom_381,0,1
 beach_5, kitchen_121,0,2
butte_29,driveway_36,0,2
bedroom_132,badminton_court_indoor_2,1,2
underwater_coral_reef_19,sandbar_29,1,2
sandbar_39,viaduct_25,0,2
wheat_field_3,bathroom_81,0,2
sandbar_35,dining_room_224,0,2
cubicle_office_22,balcony_interior_24,1,2
bathroom_87,bathroom_123,0,2
street_25,lobby_6,0,2
fairway_4,kitchen_248,0,2
recreation_room_4,canal_natural_5,1,2
manufactured_home_63,courtroom_7,0,2
field_wild_17,bathroom_4,0,2
home_office_24,apartment_building_outdoor_50,1,2
lake_natural_73,hotel_room_34,0,2
picnic_area_14,home_office_11,0,2
kitchen_64,orchard_58,1,2
canal_natural_2,hotel_room_101,0,2
cabin_outdoor_15,dinette_vehicle_63,0,2
parking_garage_indoor_1,boardwalk_7,1,2
hotel_room_111,monastery_outdoor_16,1,2
putting_green_6,beach_42,1,2
living_room_65,living_room_154,0,2
restaurant_patio_9,playground_43,0,2
marsh_36,mountain_77,0,2
aqueduct_47,pond_18,0,2
bedroom_331,mountain_80,1,2
library_indoor_39,cottage_garden_55,1,2
bedroom_294,beach_24,1,2
lobby_29,pasture_49,1,2
vineyard_65,desert_sand_12,0,2
library_indoor_39,abbey_12,1,2
cabin_outdoor_80,highway_87,1,2
cubicle_office_12,lobby_5,1,2
palace_18,apartment_building_outdoor_2,1,2
aqueduct_28,canal_urban_24,0,2
bedroom_159,playground_45,1,2
aqueduct_65,recreation_room_13,0,2
watering_hole_20,living_room_105,0,2
lake_natural_80,cabin_outdoor_29,0,2
mountain_61,corridor_16,0,2
cottage_garden_2,playground_142,1,2
kitchen_149,canal_urban_18,1,2
cabin_outdoor_11,highway_62,1,2
baseball_field_1,parlor_27,0,2
mountain_100,living_room_20,0,2
golf_course_100,hotel_room_117,0,2
forest_road_27,living_room_27,0,2
kitchen_233,apartment_building_outdoor_2,1,2
basement_5,creek_52,1,2
mountain_92,rainforest_11,0,2
general_store_outdoor_24,vegetable_garden_31,1,2
cubicle_office_14,home_office_42,1,2
botanical_garden_38,cabin_outdoor_62,0,2
attic_59,cottage_garden_47,1,2
living_room_124,bedroom_8,0,2
corridor_12,golf_course_90,1,2
mansion_69,attic_51,0,2
bedroom_119,beach_59,1,2
pasture_110,cottage_garden_6,0,2
mansion_60,motel_2,1,2
kitchen_96,underwater_coral_reef_22,1,2
lake_natural_18,butte_16,0,2
home_office_50,kitchen_191,0,2
butte_8,waiting_room_39,0,2
bayou_3,park_15,1,2
driveway_10,yard_11,0,2
highway_57,youth_hostel_8,0,2
kitchen_102,living_room_121,0,2
bedroom_278,bedroom_344,1,2
beach_69,fairway_40,0,2
river_15,general_store_outdoor_20,0,2
living_room_248,botanical_garden_7,1,2
street_20,railroad_track_20,1,2
attic_82,dinette_home_31,1,2
living_room_251,field_wild_14,1,2
kitchen_200,living_room_248,1,2
bedroom_209,cabin_outdoor_53,1,2
kitchen_38,underwater_coral_reef_5,1,2
pasture_28,kitchen_168,0,2
living_room_15,dinette_vehicle_36,0,2
palace_22,badlands_47,1,2
waiting_room_80,bedroom_332,0,2
nursery_1,living_room_83,1,2
hotel_room_127,kitchen_117,1,2
forest_path_10,viaduct_42,0,2
mountain_145,vegetable_garden_4,1,2
parking_lot_61,field_cultivated_13,1,2
beach_4,bedroom_284,0,2
airport_terminal_8,moat_water_27,1,2
driveway_21,bayou_19,1,2
reception_12,mountain_snowy_80,1,2
biology_laboratory_2,kitchen_185,0,2
tree_house_13,highway_34,1,2
living_room_229,badlands_97,1,2
valley_22,aqueduct_44,0,2
bedroom_392,pasture_121,1,2
poolroom_home_8,picnic_area_11,1,2
ice_floe_25,dinette_vehicle_68,0,2
hotel_room_83,dining_room_43,1,2
pasture_65,lake_natural_12,1,2
driveway_50,pasture_66,1,2
bedroom_27,living_room_196,1,2
kitchen_251,ski_slope_20,1,2
living_room_180,field_cultivated_2,1,2
gift_shop_5,bedroom_159,0,2
vineyard_66,highway_64,1,2
apartment_building_outdoor_59,canal_urban_6,0,2
forest_broadleaf_4,canal_natural_22,0,2
harbor_10,parking_lot_25,1,2
dinette_home_19,bathroom_113,0,2
apartment_building_outdoor_25,forest_path_16,0,2
dining_room_210,bedroom_161,1,2
bedroom_129,lake_natural_45,1,2
mansion_69,forest_needleleaf_13,0,2
playground_24,field_cultivated_10,1,2
dining_room_74,pond_14,1,2
mountain_27,waiting_room_25,0,2
bedroom_381,beach_2,1,2
bedroom_385,manufactured_home_9,1,2
cabin_outdoor_61,abbey_44,1,2
living_room_195,bedroom_123,1,2
kitchen_166,playground_61,1,2
aqueduct_15,airport_terminal_10,0,2
ski_slope_18,butte_11,1,2
mountain_141,bayou_20,1,2
monastery_outdoor_10,lobby_35,0,2
pasture_44,cabin_outdoor_30,0,2
poolroom_home_47,playroom_27,0,2
hotel_room_88,manufactured_home_29,1,2
office_building_38,pasture_43,1,2
restaurant_27,playroom_10,1,2
bedroom_345,attic_51,1,2
living_room_55,waiting_room_36,1,2
living_room_180,waiting_room_2,0,2
bedroom_377,dining_room_112,1,2
waiting_room_3,vegetable_garden_48,1,2
dining_room_76,botanical_garden_40,1,2
hotel_room_68,cottage_garden_27,1,2
pasture_89,kasbah_25,0,2
cubicle_office_29,living_room_110,1,2
bedroom_3,kitchen_181,1,2
aqueduct_47,pasture_140,1,2
pasture_99,putting_green_12,0,2
parking_lot_34,bedroom_190,0,2
bedroom_272,field_cultivated_31,1,2
vineyard_28,kitchenette_5,0,2
highway_33,river_3,1,2
bedroom_260,beach_3,1,2
home_office_51,living_room_211,1,2
apartment_building_outdoor_49,forest_path_54,1,2
watering_hole_11,valley_4,1,2
assembly_line_2,banquet_hall_12,0,2
vegetable_garden_18,bathroom_93,1,2
bedroom_141,home_office_60,0,2
general_store_outdoor_33,bedroom_277,0,2
cafeteria_18,athletic_field_outdoor_7,1,2
dining_room_61,forest_road_5,1,2
pond_7,bedroom_356,0,2
dining_room_218,forest_path_43,1,2
kitchen_161,islet_15,1,2
creek_34,ski_slope_21,0,2
living_room_233,cottage_garden_52,1,2
general_store_outdoor_34,canal_urban_32,1,2
library_indoor_34,hotel_room_69,1,2
forest_path_54,mountain_snowy_55,0,2
dining_room_25,village_2,1,2
pasture_15,bedroom_358,0,2
sandbar_1,galley_7,0,2
lobby_26,playground_79,1,2
kitchen_23,wet_bar_20,1,2
mountain_55,playground_76,0,2
field_cultivated_36,reception_3,0,2
patio_14,bedroom_76,0,2
hayfield_16,beach_61,1,2
banquet_hall_14,manufactured_home_29,1,2
wheat_field_18,manufactured_home_58,0,2
highway_61,dinette_vehicle_2,0,2
bedroom_202,beach_11,1,2
rainforest_19,office_building_10,0,2
dining_room_124,cabin_outdoor_69,1,2
golf_course_7,bedroom_169,0,2
golf_course_69,cottage_garden_62,0,2
nursery_28,living_room_211,0,2
vegetable_garden_48,dinette_vehicle_49,0,2
bedroom_5,aqueduct_62,1,2
highway_210,badlands_8,0,2
fairway_77,vineyard_32,0,2
badlands_94,hayfield_31,1,2
creek_83,dining_room_44,0,2
bedroom_184,mansion_44,1,2
watering_hole_20,marsh_23,0,2
living_room_264,patio_32,1,2
general_store_indoor_12,forest_needleleaf_3,1,2
badlands_13,lake_natural_39,0,2
pasture_110,home_office_34,0,2
mansion_63,cottage_garden_61,1,2
bathroom_51,pasture_52,1,2
bedroom_306,pasture_12,1,2
swimming_pool_outdoor_48,abbey_1,0,2
gift_shop_2,fairway_32,1,2
kitchenette_4,badlands_21,1,2
playground_80,mansion_40,0,2
office_building_24,manufactured_home_43,1,2
desert_sand_22,highway_84,1,2
forest_road_11,dining_room_96,0,2
creek_66,playground_99,0,2
pasture_88,kitchen_2,0,2
beach_6,bedroom_183,0,2
pasture_2,dining_room_228,0,2
dining_room_108,ice_floe_13,1,2
bedroom_149,driveway_32,1,2
living_room_64,office_3,0,2
ski_slope_32,swimming_pool_outdoor_15,0,2
attic_35,badlands_36,1,2
canal_urban_88,bathroom_70,0,2
kitchen_6,parking_lot_9,1,2
highway_170,creek_56,0,2
kitchen_107,kasbah_29,1,2
canal_natural_31,hotel_room_91,0,2
creek_85,bistro_indoor_3,0,2
swimming_pool_outdoor_4,swimming_pool_indoor_9,0,2
playground_36,orchard_60,1,2
moat_water_12,mountain_152,1,2
playroom_19,canal_natural_15,1,2
bedroom_363,abbey_25,1,2
lake_natural_34,home_office_38,0,2
mountain_84,orchard_15,1,2
tree_farm_8,auditorium_2,0,2
living_room_254,parking_lot_69,1,2
hotel_room_93,moat_water_24,1,2
fairway_64,waterfall_block_8,0,2
living_room_154,office_building_38,1,2
orchard_61,street_20,1,2
living_room_81,playground_129,1,2
swimming_pool_outdoor_28,underwater_coral_reef_32,0,2
badlands_55,badlands_113,1,2
hotel_room_130,tree_house_11,1,2
bedroom_311,beach_28,1,2
dining_room_224,barn_13,1,2
library_indoor_42,swimming_pool_indoor_15,1,2
waiting_room_75,art_gallery_3,1,2
waiting_room_82,beach_32,1,2
vineyard_15,pasture_1,0,2
bathroom_83,highway_80,1,2
parlor_22,desert_vegetation_8,1,2
mountain_snowy_79,lobby_23,0,2
playroom_22,fairway_71,1,2
highway_144,creek_76,0,2
sandbar_15,canal_urban_45,0,2
pasture_82,courtroom_13,0,2
beach_51,canal_urban_27,0,2
lecture_room_12,manufactured_home_55,1,2
tree_house_5,highway_203,1,2
beauty_salon_14,pasture_52,1,2
dining_room_1,home_office_44,1,2
ice_floe_23,badlands_106,0,2
bedroom_69,boardwalk_24,1,2
dining_car_3,living_room_141,1,2
canal_urban_25,apartment_building_outdoor_29,0,2
driveway_51,parking_lot_43,1,2
mountain_snowy_56,moat_water_12,0,2
pasture_35,mansion_42,0,2
yard_8,lake_natural_91,0,2
playground_43,dining_room_35,0,2
mountain_128,dining_room_178,0,2
viaduct_18,parking_lot_29,1,2
abbey_27,gift_shop_18,0,2
beach_10,bedroom_15,0,2
playground_9,highway_160,1,2
patio_26,bathroom_28,0,2
badlands_135,orchard_27,0,2
pasture_149,aqueduct_41,0,2
hotel_room_84,beach_37,1,2
playroom_19,mountain_34,1,2
orchard_22,living_room_90,0,2
nursery_32,fairway_51,1,2
wheat_field_13,river_6,0,2
living_room_184,canal_urban_14,1,2
cabin_outdoor_70,hotel_room_61,0,2
kitchen_234,mountain_snowy_24,1,2
hotel_room_2,restaurant_21,1,2
badlands_56,mountain_136,1,2
living_room_175,corridor_22,1,2
viaduct_29,golf_course_45,1,2
monastery_outdoor_2,putting_green_5,1,2
living_room_87,golf_course_55,1,2
forest_broadleaf_23,bistro_indoor_4,0,2
highway_97,picnic_area_17,0,2
boardwalk_14,pasture_149,0,2
parking_lot_68,aqueduct_34,1,2
rainforest_16,corridor_25,0,2
playground_71,hotel_room_86,0,2
home_office_53,playground_20,1,2
highway_147,playroom_33,0,2
corridor_30,bayou_19,1,2
galley_41,living_room_222,0,2
golf_course_33,kitchen_240,0,2
bedroom_213,beach_17,1,2
living_room_125,moat_water_1,1,2
ice_floe_4,barn_2,0,2
mountain_110,beauty_salon_24,0,2
badlands_128,highway_36,1,2
living_room_101,badlands_106,1,2
toll_plaza_1,living_room_95,0,2
highway_35,beauty_salon_15,0,2
kitchen_32,waiting_room_47,1,2
forest_path_5,playground_101,1,2
canal_natural_24,highway_236,1,2
ski_slope_28,abbey_3,0,2
bedroom_27,arch_4,1,2
home_office_44,dining_room_176,1,2
living_room_177,forest_road_29,1,2
poolroom_home_2,picnic_area_9,1,2
mountain_153,badlands_73,0,2
highway_117,playroom_1,0,2
