leftlist,rightlist,responselist,Subject
highway_92,bathroom_82,1,1
living_room_55,creek_2,0,1
beach_44,manufactured_home_19,1,1
cafeteria_7,snowfield_20,0,1
dinette_home_7,cottage_garden_56,0,1
swimming_pool_outdoor_63,beach_46,0,1
badlands_56,hotel_room_16,1,1
forest_needleleaf_19,marsh_29,0,1
field_wild_30,alley_4,1,1
botanical_garden_9,living_room_20,1,1
assembly_line_4,mountain_12,0,1
dining_room_118,creek_87,0,1
badlands_80,dining_room_105,1,1
cabin_outdoor_71,badlands_81,0,1
office_10,wheat_field_27,0,1
beauty_salon_27,waiting_room_65,0,1
bathroom_99,living_room_258,0,1
living_room_308,badlands_80,0,1
pasture_147,vineyard_19,0,1
moat_water_13,apartment_building_outdoor_19,1,1
river_38,dinette_vehicle_50,1,1
sandbar_15,beach_61,1,1
kitchen_206,watering_hole_1,0,1
courtroom_11,office_building_19,0,1
wet_bar_20,fairway_19,0,1
bathroom_131,playground_9,0,1
forest_road_5,bedroom_382,1,1
dining_room_223,swimming_pool_outdoor_67,0,1
auditorium_3,pasture_33,0,1
airport_terminal_13,field_wild_36,0,1
highway_234,barn_17,1,1
hotel_room_100,nursery_3,0,1
attic_36,poolroom_home_13,0,1
moat_water_33,vegetable_garden_24,1,1
mountain_81,dinette_vehicle_52,1,1
railroad_track_10,galley_7,1,1
canal_natural_25,pavilion_24,1,1
cottage_garden_62,athletic_field_outdoor_1,0,1
parking_lot_38,alley_7,1,1
living_room_86,swimming_pool_outdoor_30,0,1
vegetable_garden_18,swimming_pool_outdoor_33,0,1
dining_room_88,hotel_room_12,1,1
dining_room_62,art_gallery_10,0,1
cabin_outdoor_38,forest_path_29,0,1
bedroom_246,palace_17,0,1
cottage_garden_34,kitchen_88,0,1
ski_slope_14,forest_broadleaf_8,1,1
highway_180,tree_farm_2,1,1
marsh_24,highway_97,0,1
dining_room_25,restaurant_kitchen_1,1,1
lecture_room_1,marsh_32,0,1
hayfield_31,street_10,1,1
bedroom_209,bathroom_130,0,1
cafeteria_1,auditorium_8,1,1
dining_car_3,bedroom_119,1,1
pond_15,valley_16,1,1
driveway_33,putting_green_12,0,1
waiting_room_75,tree_farm_22,0,1
swimming_pool_indoor_12,tree_house_9,1,1
playground_151,office_building_36,0,1
highway_171,dining_room_100,1,1
dining_room_197,dining_room_65,0,1
pond_55,poolroom_home_22,1,1
swimming_pool_outdoor_6,manufactured_home_69,0,1
dining_room_9,dining_room_108,0,1
mountain_snowy_31,field_cultivated_19,0,1
mountain_59,underwater_coral_reef_31,1,1
galley_24,dining_room_180,0,1
parking_lot_58,boardwalk_18,0,1
palace_15,restaurant_27,1,1
palace_17,lobby_24,1,1
mountain_110,beach_67,0,1
creek_90,swimming_pool_outdoor_47,1,1
pasture_151,ice_shelf_16,0,1
living_room_213,vineyard_65,0,1
playground_83,library_indoor_22,1,1
canal_urban_14,vineyard_63,0,1
watering_hole_24,kitchen_146,1,1
bedroom_11,swimming_pool_outdoor_11,0,1
bedroom_391,sandbar_31,0,1
mansion_25,palace_7,0,1
fairway_1,pasture_43,0,1
dinette_home_19,kitchenette_1,1,1
galley_38,pasture_126,0,1
highway_69,theater_indoor_seats_1,1,1
waiting_room_63,underwater_coral_reef_10,0,1
badlands_40,canal_urban_21,0,1
creek_8,beach_12,0,1
poolroom_home_7,canal_urban_73,0,1
attic_29,bedroom_179,0,1
mountain_snowy_61,dining_room_56,1,1
library_indoor_35,dinette_vehicle_43,1,1
dinette_vehicle_67,picnic_area_24,0,1
viaduct_2,mountain_135,0,1
mountain_17,golf_course_64,0,1
putting_green_17,playroom_30,1,1
youth_hostel_3,berth_7,0,1
attic_22,cottage_garden_45,0,1
boardwalk_26,fairway_59,0,1
waiting_room_21,patio_29,0,1
beach_49,cabin_outdoor_32,1,1
restaurant_22,rainforest_2,0,1
aqueduct_15,marsh_5,0,1
pond_22,mountain_snowy_38,0,1
wheat_field_3,general_store_outdoor_46,1,1
living_room_5,bedroom_187,0,1
ski_slope_29,pond_2,1,1
hayfield_24,home_office_19,1,1
kitchen_60,living_room_292,0,1
kitchen_87,botanical_garden_24,0,1
cottage_garden_11,living_room_305,0,1
kitchen_32,beach_11,0,1
playground_64,living_room_114,1,1
marsh_9,general_store_outdoor_24,1,1
cabin_outdoor_73,bedroom_315,1,1
galley_33,pasture_78,0,1
picnic_area_1,lecture_room_15,1,1
abbey_13,kitchen_130,1,1
mountain_1,beauty_salon_49,1,1
ski_slope_15,palace_6,0,1
library_indoor_11,poolroom_home_50,1,1
underwater_coral_reef_28,field_wild_2,0,1
apartment_building_outdoor_27,residential_neighborhood_5,0,1
office_building_1,creek_68,0,1
mountain_153,forest_needleleaf_17,1,1
playground_11,manufactured_home_32,1,1
marsh_41,wet_bar_9,1,1
golf_course_53,apartment_building_outdoor_62,1,1
butte_29,canal_natural_53,1,1
airport_terminal_6,pasture_13,0,1
ice_floe_12,poolroom_establishment_2,1,1
living_room_70,dining_room_137,0,1
orchard_45,swimming_pool_outdoor_34,0,1
golf_course_78,badlands_36,1,1
pond_41,badlands_134,0,1
dining_room_158,pasture_72,0,1
playground_51,bedroom_137,1,1
playground_48,kitchen_49,0,1
vineyard_60,canal_natural_57,1,1
canal_natural_40,ice_shelf_14,0,1
palace_18,pavilion_10,0,1
barn_6,bathroom_8,0,1
poolroom_home_15,hotel_room_95,1,1
highway_95,waiting_room_78,1,1
apartment_building_outdoor_64,pasture_53,0,1
attic_18,living_room_46,0,1
apartment_building_outdoor_18,dining_room_133,0,1
bedroom_248,attic_32,0,1
abbey_34,badlands_53,1,1
golf_course_48,living_room_18,1,1
bedroom_78,bayou_12,0,1
pond_45,highway_31,0,1
playground_80,gift_shop_16,1,1
orchard_66,monastery_outdoor_26,1,1
moat_water_22,waterfall_block_3,0,1
poolroom_home_29,alley_10,0,1
general_store_indoor_16,moat_water_9,0,1
playground_88,pond_30,0,1
apartment_building_outdoor_44,kitchen_2,1,1
cottage_garden_2,playground_134,0,1
snowfield_17,restaurant_14,1,1
bathroom_99,pasture_105,0,1
kitchen_32,waiting_room_56,0,1
kitchen_116,bedroom_184,0,1
cabin_outdoor_58,balcony_interior_42,0,1
mountain_113,highway_28,0,1
dinette_vehicle_70,gift_shop_4,0,1
butte_17,veranda_10,0,1
bedroom_386,field_wild_35,0,1
library_indoor_36,golf_course_4,0,1
mountain_68,marsh_16,0,1
beach_6,playground_39,1,1
harbor_5,cabin_outdoor_64,1,1
kitchen_201,general_store_outdoor_6,0,1
lecture_room_16,monastery_outdoor_15,0,1
pavilion_9,sandbar_9,0,1
courtroom_19,bedroom_105,0,1
hayfield_1,corridor_25,1,1
vegetable_garden_21,cabin_outdoor_23,0,1
veranda_2,apartment_building_outdoor_64,0,1
river_10,bathroom_59,1,1
abbey_9,dining_room_195,1,1
mountain_19,river_5,1,1
patio_22,cabin_outdoor_46,0,1
aqueduct_48,home_office_34,1,1
living_room_248,railroad_track_14,0,1
pond_10,hotel_room_21,1,1
wheat_field_29,forest_path_33,1,1
marsh_12,boardwalk_19,0,1
bedroom_157,lake_natural_78,0,1
picnic_area_7,moat_water_9,1,1
fairway_11,waiting_room_25,1,1
playroom_30,parking_lot_18,0,1
parking_lot_6,balcony_interior_9,1,1
viaduct_27,kitchen_25,0,1
driveway_47,kitchen_237,1,1
ice_shelf_22,ski_slope_12,1,1
living_room_85,dining_room_229,0,1
field_wild_16,dining_room_95,1,1
harbor_4,playroom_37,1,1
library_indoor_15,bedroom_213,0,1
basilica_4,kitchenette_11,1,1
waterfall_block_6,courtroom_3,1,1
office_building_17,desert_sand_33,0,1
pond_8,mansion_37,1,1
general_store_outdoor_5,nursery_14,1,1
living_room_134,village_1,0,1
windmill_1,river_14,1,1
highway_118,forest_needleleaf_4,1,1
golf_course_28,rainforest_7,1,1
kitchen_242,dinette_vehicle_1,0,1
kitchen_250,mountain_114,0,1
highway_52,golf_course_114,0,1
ski_slope_18,poolroom_home_42,1,1
galley_26,parking_lot_35,0,1
lobby_3,hayfield_1,0,1
wheat_field_33,beach_39,0,1
bathroom_17,nursery_24,1,1
canal_natural_43,bayou_22,0,1
lake_natural_24,monastery_outdoor_11,1,1
hotel_room_80,driving_range_outdoor_2,0,1
kitchen_120,living_room_110,0,1
bedroom_102,cottage_garden_54,0,1
pond_14,office_8,1,1
mountain_snowy_47,living_room_176,1,1
kitchen_160,apartment_building_outdoor_41,0,1
mountain_105,bedroom_389,1,1
boardwalk_22,nursery_16,1,1
orchard_26,dinette_home_13,0,1
creek_66,banquet_hall_12,1,1
dinette_vehicle_25,arch_12,0,1
creek_6,general_store_outdoor_25,0,1
monastery_outdoor_19,alley_1,0,1
dining_room_130,parking_lot_26,0,1
vegetable_garden_25,manufactured_home_46,0,1
manufactured_home_70,general_store_outdoor_40,1,1
galley_28,canal_natural_48,0,1
picnic_area_8,dinette_vehicle_30,1,1
cabin_outdoor_74,botanical_garden_33,0,1
dining_room_146,waiting_room_25,1,1
dining_room_57,lobby_34,0,1
waiting_room_18,assembly_line_4,0,1
playground_33,living_room_158,1,1
dinette_home_24,sandbar_31,0,1
bedroom_28,mountain_snowy_60,0,1
abbey_14,kitchen_209,1,1
waterfall_fan_6,mountain_snowy_20,0,1
waiting_room_84,park_6,0,1
golf_course_20,highway_44,0,1
locker_room_2,living_room_150,0,1
creek_67,waiting_room_49,1,1
fairway_7,forest_road_22,0,1
swimming_pool_outdoor_46,pond_35,0,1
putting_green_12,poolroom_establishment_4,1,1
highway_60,kasbah_37,0,1
street_17,bedroom_163,1,1
attic_65,creek_85,0,1
parlor_1,waterfall_plunge_9,0,1
cabin_outdoor_61,bathroom_92,1,1
creek_17,living_room_181,1,1
kasbah_26,bedroom_381,1,1
beach_58,apartment_building_outdoor_72,1,1
golf_course_66,home_office_18,1,1
railroad_track_8,pasture_75,0,1
desert_vegetation_16,bedroom_159,1,1
mountain_snowy_12,dining_car_2,1,1
playground_146,living_room_91,1,1
bedroom_91,mountain_120,0,1
moat_water_7,waterfall_block_1,0,1
abbey_9,field_wild_3,0,1
pavilion_20,bedroom_379,1,1
balcony_interior_19,beauty_salon_15,1,1
cottage_garden_23,highway_235,0,1
creek_31,marsh_14,0,1
parlor_16,living_room_267,0,1
waiting_room_46,parking_garage_indoor_2,1,1
kitchen_129,lake_natural_12,0,1
library_indoor_31,highway_130,0,1
boardwalk_17,office_building_13,1,1
general_store_outdoor_16,pond_13,1,1
general_store_outdoor_31,beach_56,0,1
living_room_223,hayfield_25,0,1
highway_124,bedroom_176,1,1
dinette_vehicle_53,dining_room_191,0,1
dining_room_173,general_store_outdoor_48,0,1
islet_2,field_cultivated_25,0,1
balcony_interior_31,home_office_55,1,1
home_office_50,attic_73,1,1
waterfall_plunge_4,poolroom_home_24,0,1
bathroom_129,hayfield_30,0,1
living_room_204,living_room_2,1,1
golf_course_121,cottage_garden_19,1,1
bedroom_138,vegetable_garden_49,0,1
dinette_vehicle_24,restaurant_patio_6,0,1
ice_shelf_19,lake_natural_9,0,1
kitchenette_8,parking_lot_31,0,1
home_office_30,abbey_16,0,1
hotel_room_32,beauty_salon_14,0,1
lecture_room_28,hayfield_11,0,1
fairway_84,beauty_salon_22,1,1
apartment_building_outdoor_51,nursery_30,1,1
bathroom_30,playground_7,0,1
mountain_snowy_32,attic_28,1,1
lobby_4,highway_46,0,1
driveway_43,wheat_field_5,0,1
playroom_18,kitchen_24,1,1
badlands_20,general_store_outdoor_12,1,1
playground_112,river_17,0,1
canal_natural_49,assembly_line_3,1,1
living_room_300,highway_221,0,1
lake_natural_60,poolroom_establishment_2,1,1
forest_road_1,bathroom_129,1,1
hayfield_29,alley_16,1,1
sandbar_12,boardwalk_9,1,1
watering_hole_11,campus_2,1,1
kitchen_17,living_room_278,0,1
dining_room_26,kitchen_260,0,1
badlands_59,forest_broadleaf_5,1,1
playground_72,auditorium_19,1,1
tree_farm_6,mansion_30,1,1
cabin_outdoor_66,driveway_22,0,1
mountain_107,sandbar_8,0,1
bedroom_294,orchard_60,0,1
cabin_outdoor_39,waiting_room_13,1,1
dining_room_129,fairway_27,0,1
wheat_field_4,barn_22,1,1
baseball_field_17,aqueduct_70,1,1
kitchen_175,highway_103,0,1
picnic_area_7,watering_hole_16,0,1
orchard_20,apartment_building_outdoor_53,0,1
dining_room_55,golf_course_57,0,1
field_wild_38,playground_75,1,1
windmill_2,aqueduct_27,1,1
pasture_54,pasture_30,1,1
beach_15,bedroom_240,1,1
locker_room_2,bedroom_212,0,1
canal_natural_9,waterfall_block_8,1,1
dining_room_150,living_room_107,0,1
fairway_56,home_office_60,1,1
highway_152,swimming_pool_outdoor_58,1,1
bayou_7,golf_course_94,0,1
lecture_room_20,living_room_273,0,1
highway_26,mountain_snowy_35,1,1
bedroom_316,throne_room_1,0,1
golf_course_46,botanical_garden_41,1,1
mountain_58,playground_121,1,1
bedroom_76,fairway_23,0,1
banquet_hall_8,mountain_73,0,1
ballroom_11,fairway_50,0,1
playground_103,orchard_65,1,1
cabin_outdoor_54,pasture_70,0,1
ballroom_13,bathroom_5,1,1
yard_24,canal_natural_43,0,1
general_store_outdoor_37,orchard_20,0,1
vineyard_76,balcony_interior_1,1,1
amphitheater_49,dining_room_21,1,1
badlands_11,forest_needleleaf_18,1,1
barn_8,reception_8,0,1
mansion_33,swimming_pool_outdoor_19,0,1
parlor_33,fairway_29,0,1
hotel_room_41,creek_77,0,1
ski_slope_14,viaduct_19,1,1
field_wild_12,kitchen_117,1,1
playground_81,manufactured_home_51,0,1
bathroom_11,barn_5,0,1
biology_laboratory_7,valley_1,0,1
creek_76,living_room_149,1,1
lecture_room_22,pond_37,0,1
aqueduct_35,pasture_11,1,1
parlor_27,orchard_80,0,1
orchard_39,canal_natural_44,1,1
living_room_125,lobby_20,0,1
kasbah_8,parking_lot_20,0,1
bathroom_78,hotel_room_45,0,1
creek_31,apartment_building_outdoor_45,0,1
attic_66,monastery_outdoor_1,0,1
general_store_indoor_17,badlands_103,0,1
watering_hole_19,kitchen_124,1,1
restaurant_5,dining_room_148,0,1
creek_30,dining_room_58,1,1
playground_57,pasture_97,0,1
highway_59,nursery_22,1,1
mountain_55,kindergarden_classroom_4,1,1
 beach_5, kitchen_121,1,2
living_room_30,parking_lot_63,0,2
fairway_63,gift_shop_30,1,2
poolroom_establishment_4,forest_path_50,0,2
forest_road_10,highway_115,0,2
lobby_25,lake_natural_1,0,2
tree_farm_5,creek_85,1,2
pasture_120,kitchen_161,1,2
waiting_room_47,lake_natural_21,0,2
pavilion_15,highway_161,0,2
underwater_coral_reef_14,golf_course_4,0,2
bayou_16,cottage_garden_64,1,2
cabin_outdoor_80,swimming_pool_indoor_12,1,2
residential_neighborhood_8,fairway_85,0,2
beach_69,desert_sand_5,1,2
waterfall_fan_7,living_room_283,1,2
mountain_85,underwater_coral_reef_41,1,2
pasture_82,badlands_60,0,2
kasbah_40,fairway_31,1,2
mountain_31,parking_lot_23,0,2
forest_road_26,mountain_snowy_82,0,2
mansion_43,highway_37,0,2
hayfield_14,bedroom_157,1,2
golf_course_97,vineyard_30,0,2
bathroom_118,bedroom_173,0,2
fairway_27,art_studio_13,1,2
dining_room_105,highway_170,0,2
viaduct_20,living_room_246,1,2
bedroom_167,home_office_2,1,2
courtroom_17,manufactured_home_49,0,2
kitchen_215,badlands_24,0,2
ski_slope_30,pond_31,1,2
bathroom_113,highway_124,0,2
patio_14,mountain_40,0,2
kitchen_73,boardwalk_31,0,2
nursery_2,golf_course_37,0,2
arch_7,swimming_pool_outdoor_41,0,2
marsh_32,bedroom_179,1,2
beauty_salon_29,badlands_5,0,2
kitchen_138,badlands_106,0,2
playground_7,beauty_salon_21,1,2
auditorium_10,creek_87,0,2
pond_17,highway_1,0,2
mountain_126,marsh_20,1,2
hotel_room_127,dining_room_143,0,2
bedroom_122,patio_27,0,2
boardwalk_34,pond_16,0,2
swimming_pool_outdoor_19,bedroom_243,1,2
forest_broadleaf_6,hangar_indoor_1,0,2
vegetable_garden_19,cabin_outdoor_17,0,2
lecture_room_8,desert_vegetation_12,0,2
galley_12,galley_42,0,2
pavilion_10,field_cultivated_5,0,2
canal_urban_18,mountain_snowy_38,0,2
highway_29,dining_room_194,1,2
fairway_80,mansion_62,1,2
library_indoor_36,living_room_131,1,2
palace_21,badlands_71,0,2
highway_194,village_2,0,2
living_room_61,abbey_41,0,2
highway_241,living_room_161,1,2
beach_65,desert_vegetation_10,0,2
motel_1,cubicle_office_23,1,2
dining_room_8,driveway_46,0,2
cubicle_office_15,driveway_38,0,2
home_office_44,wheat_field_26,0,2
dining_room_42,living_room_249,0,2
badlands_113,bedroom_360,1,2
balcony_interior_35,abbey_31,0,2
mountain_54,nursery_29,1,2
canal_natural_29,dining_room_197,1,2
orchard_4,forest_road_4,0,2
bedroom_375,highway_1,0,2
art_gallery_7,living_room_9,1,2
viaduct_7,boardwalk_15,1,2
living_room_227,hotel_room_81,1,2
botanical_garden_5,mountain_67,0,2
putting_green_5,living_room_261,1,2
mountain_snowy_17,highway_166,1,2
kitchen_241,hotel_room_109,1,2
badlands_95,hotel_room_25,1,2
attic_46,iceberg_3,0,2
pasture_39,banquet_hall_17,1,2
home_office_5,lake_natural_91,0,2
mansion_12,railroad_track_1,0,2
bedroom_216,lake_natural_74,0,2
bedroom_256,watering_hole_9,0,2
canal_natural_9,yard_20,1,2
playroom_22,pasture_1,0,2
fairway_55,attic_41,1,2
badlands_29,cabin_outdoor_77,1,2
cubicle_office_13,patio_2,0,2
forest_broadleaf_24,living_room_43,1,2
vineyard_65,gift_shop_21,1,2
forest_broadleaf_18,bedroom_42,1,2
yard_36,youth_hostel_2,1,2
lake_natural_52,balcony_interior_22,1,2
amphitheater_39,bathroom_52,1,2
hill_7,canal_natural_13,1,2
parking_lot_33,forest_path_11,1,2
playground_133,vineyard_26,0,2
living_room_26,forest_path_10,0,2
ski_lodge_1,living_room_96,1,2
kasbah_3,corridor_10,1,2
pasture_123,vineyard_62,1,2
playground_22,forest_road_11,0,2
ocean_12,dining_car_4,1,2
vineyard_24,forest_broadleaf_21,1,2
vegetable_garden_38,kitchen_188,1,2
office_building_7,kitchen_196,1,2
mountain_snowy_14,art_gallery_12,1,2
playground_17,butte_2,0,2
highway_40,badlands_46,0,2
swimming_pool_outdoor_43,vegetable_garden_33,1,2
kitchen_120,desert_sand_37,0,2
vineyard_65,golf_course_24,0,2
swimming_pool_outdoor_38,canal_urban_11,0,2
waiting_room_86,golf_course_49,0,2
butte_22,kitchen_118,1,2
barn_32,rainforest_17,1,2
parlor_24,cabin_outdoor_46,0,2
pavilion_17,hayfield_10,0,2
badlands_19,pasture_84,1,2
bedroom_385,alley_13,0,2
field_cultivated_25,underwater_coral_reef_38,1,2
bedroom_9,forest_path_39,0,2
snowfield_2,poolroom_home_19,1,2
yard_21,bedroom_355,1,2
badlands_129,hotel_room_72,1,2
vineyard_81,kitchenette_15,1,2
mountain_13,beach_31,0,2
sandbar_42,home_office_54,1,2
bedroom_331,beach_15,0,2
amphitheater_49,valley_17,0,2
bedroom_152,creek_22,0,2
cabin_outdoor_80,manufactured_home_79,1,2
kindergarden_classroom_5,cabin_outdoor_49,0,2
dinette_vehicle_44,bedroom_74,1,2
highway_75,kitchen_76,1,2
cottage_garden_3,atrium_public_1,1,2
driveway_20,botanical_garden_36,0,2
snowfield_11,movie_theater_indoor_11,1,2
picnic_area_2,bedroom_331,1,2
alley_7,mansion_28,0,2
waterfall_fan_6,underwater_coral_reef_24,1,2
highway_194,cafeteria_8,1,2
playground_30,swimming_pool_outdoor_1,0,2
hotel_room_111,botanical_garden_31,0,2
mountain_140,fairway_20,1,2
manufactured_home_46,utility_room_4,1,2
apartment_building_outdoor_44,home_office_34,1,2
veranda_11,gift_shop_31,1,2
galley_12,bedroom_54,1,2
forest_path_41,badlands_19,0,2
underwater_coral_reef_32,barn_22,0,2
underwater_coral_reef_40,living_room_231,1,2
palace_18,cabin_outdoor_18,0,2
dining_room_199,kitchen_73,1,2
mountain_snowy_38,bedroom_69,1,2
bedroom_174,residential_neighborhood_8,0,2
living_room_173,swimming_pool_outdoor_22,0,2
home_office_5,amphitheater_33,0,2
playground_132,vegetable_garden_15,1,2
residential_neighborhood_6,corridor_24,1,2
highway_102,living_room_18,1,2
hayfield_12,home_office_18,1,2
highway_203,badlands_17,0,2
pasture_9,galley_24,1,2
bathroom_59,corridor_12,0,2
living_room_260,bedroom_358,1,2
patio_3,lake_natural_33,0,2
golf_course_87,mountain_150,0,2
field_cultivated_32,vineyard_16,1,2
playground_115,dinette_vehicle_21,1,2
dining_room_186,bedroom_112,1,2
forest_road_22,living_room_197,1,2
bathroom_49,hotel_room_60,0,2
dinette_home_37,mansion_33,0,2
fairway_21,manufactured_home_43,1,2
watering_hole_20,yard_2,1,2
beach_51,fairway_20,0,2
golf_course_17,kasbah_18,1,2
sea_cliff_5,mansion_18,1,2
parking_lot_1,sandbar_22,1,2
lecture_room_27,poolroom_home_18,1,2
aqueduct_13,bedroom_264,1,2
nursery_38,kitchen_61,0,2
hotel_room_10,kasbah_22,0,2
harbor_11,moat_water_16,0,2
highway_101,lake_natural_90,1,2
hotel_room_68,living_room_185,0,2
parlor_9,sandbar_29,0,2
cottage_garden_60,dinette_home_12,1,2
hotel_room_129,highway_194,0,2
manufactured_home_49,aqueduct_58,0,2
parlor_35,manufactured_home_40,0,2
office_building_30,waiting_room_5,1,2
apartment_building_outdoor_40,playground_27,0,2
creek_75,parlor_12,1,2
living_room_140,ski_slope_29,0,2
dining_room_84,living_room_306,0,2
valley_27,beauty_salon_24,1,2
vineyard_81,kitchen_21,1,2
orchard_54,highway_125,0,2
driveway_17,creek_10,0,2
butte_27,canal_natural_30,0,2
hot_spring_2,creek_83,0,2
ice_shelf_13,golf_course_123,0,2
creek_43,dinette_vehicle_8,1,2
wave_1,valley_27,0,2
kasbah_19,pasture_49,0,2
wheat_field_46,hotel_room_23,1,2
wheat_field_17,boardwalk_31,0,2
underwater_coral_reef_32,cottage_garden_57,0,2
field_wild_35,badlands_57,0,2
beach_54,driveway_29,1,2
galley_31,general_store_outdoor_3,0,2
kitchen_71,lake_natural_37,0,2
dinette_vehicle_62,creek_7,0,2
cubicle_office_11,golf_course_57,0,2
bathroom_36,waterfall_plunge_7,0,2
beauty_salon_49,fairway_75,0,2
canal_urban_60,barn_2,1,2
driveway_53,viaduct_43,0,2
bedroom_128,ice_shelf_14,0,2
desert_vegetation_2,bedroom_227,1,2
golf_course_68,parking_lot_37,1,2
swimming_pool_outdoor_4,bedroom_45,1,2
dining_room_198,parking_lot_1,0,2
gift_shop_17,kitchen_246,0,2
kitchen_28,boardwalk_16,0,2
kitchen_187,forest_path_33,0,2
cubicle_office_31,home_office_16,0,2
highway_217,beach_54,1,2
aqueduct_62,creek_90,1,2
kitchen_144,waterfall_plunge_5,0,2
canal_urban_36,railroad_track_17,0,2
playground_136,dining_room_21,1,2
marsh_41,fairway_18,1,2
aqueduct_34,swimming_pool_indoor_11,1,2
dining_room_68,sandbar_43,0,2
wet_bar_11,vineyard_42,0,2
living_room_218,aqueduct_12,0,2
barn_30,desert_vegetation_14,0,2
mansion_30,dinette_home_26,1,2
tree_house_2,bedroom_56,1,2
amphitheater_8,waiting_room_67,1,2
monastery_outdoor_23,galley_9,1,2
field_cultivated_14,aqueduct_22,1,2
forest_road_24,balcony_interior_12,1,2
home_office_47,pasture_131,0,2
general_store_outdoor_34,street_9,0,2
kitchen_154,home_office_41,0,2
mountain_snowy_13,mountain_67,1,2
highway_139,dining_room_19,1,2
orchard_29,gift_shop_23,1,2
badlands_81,street_18,1,2
living_room_295,bedroom_222,1,2
home_office_17,river_9,0,2
cafeteria_12,fairway_66,0,2
lake_natural_36,ski_slope_11,1,2
yard_19,pasture_120,1,2
galley_33,tree_farm_16,0,2
highway_167,viaduct_12,0,2
canal_urban_25,manufactured_home_5,1,2
parking_lot_28,dining_room_118,1,2
bedroom_154,pasture_102,0,2
swimming_pool_outdoor_9,kasbah_25,0,2
hotel_room_62,mansion_19,0,2
marsh_2,forest_path_45,1,2
bedroom_266,pasture_146,0,2
highway_173,kitchen_136,1,2
bathroom_85,library_indoor_43,0,2
dining_room_193,sandbar_34,0,2
canal_natural_52,galley_17,1,2
beauty_salon_4,kasbah_4,0,2
youth_hostel_10,waterfall_fan_9,0,2
pasture_99,driveway_12,1,2
bedroom_300,ski_slope_22,0,2
vegetable_garden_34,library_indoor_34,1,2
playground_117,bedroom_244,1,2
street_7,cottage_garden_22,1,2
parking_lot_23,canal_natural_8,1,2
living_room_278,vegetable_garden_10,0,2
forest_road_4,highway_143,0,2
barn_30,waiting_room_4,1,2
gift_shop_21,cabin_outdoor_34,0,2
amphitheater_2,poolroom_home_7,1,2
dining_room_183,bedroom_90,1,2
parking_garage_indoor_1,dining_room_89,1,2
fairway_10,lobby_34,1,2
orchard_9,bathroom_36,1,2
mountain_140,abbey_37,1,2
desert_sand_2,railroad_track_4,0,2
barn_16,living_room_247,1,2
apartment_building_outdoor_8,bedroom_227,1,2
bedroom_275,bedroom_391,0,2
fairway_15,highway_230,0,2
kitchen_237,bedroom_309,0,2
bedroom_214,ballroom_13,0,2
underwater_coral_reef_29,creek_30,0,2
nursery_11,living_room_51,0,2
living_room_147,abbey_3,0,2
